"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"a23995cf720b2fc5e9e3c07558792612","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rudanella",NA
"f0fb5d418af6d0d5a4d60ec22323bf01","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"fa3222721a017fd3a0436d88428c4df6","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter",NA
"b66c65913e60e7a9e2f6b8d42886c316","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Siphonobacter",NA
"5059934290258e9fe3318240fa49e4f7","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flectobacillus",NA
"5dbda0dd023af6902b35a625dd71169a","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae",NA,NA
"521cd76f5044b426b2628488a949014b","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae",NA,NA
"98b60fb254d19463cb6f8da2083f4e8d","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA
"e281650e6fad99d7374f0698d454a39f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"e6671cb5e88c13c3bf7257eede516118","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae",NA,NA
"f39b09bd9de7e8b423cc6c6aa347f5ff","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae",NA,NA
"45b57c8395d3d72534215c3cba6aa094","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","5-7N15",NA
"09f3f7b3c455cef013e60e001bb14863","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]",NA,NA
"f3389b554fa53e0c16a261d364470eae","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]",NA
"fab3f877f439d79df80f34bbb16d4d58","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"040b1ab5b026b8b7c77744cb29c6ca7b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"ec62f5ab04d9c4ebc9aa3850f7e776c5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"1298b85b0619f69ac9d37fb930d8136f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"208d7052762db78b536b44f8ef516067","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"37d2e5d135d0182577a07cccddef4d1a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"bf56e88860c358473291812140f4e5ff","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"b4b7e1cf496d43be9cdfb896240f66bd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Blvii28",NA
"4b52f40578eb5176391be5751625ccd8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"1c3eb1dddcaf70afc11cd581cf1aa644","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"f6c8297e4ed9c45900ee11519f4dba10","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","SB-1",NA,NA
"06e6337a1fa224e0984d390f3691db16","Bacteria","Bacteroidetes","VC2_1_Bac22",NA,NA,NA,NA
"f5a9a6f79947f9023910ac4212b54f7b","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA
"f3c43c94cef11dd1a330f7d3d9d16d51","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Crocinitomix",NA
"968db49d0cbf5037bdcd65243a26d87f","Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"130183f699ccf60e781f455e3acd6019","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga",NA
"a5d2eb6feecf8cf6e1571622fb6e13ce","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"be30ca59be5ec716edf3bb30d57f4c52","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"f86da126d6e2995613c0db90cf4199f4","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"296ccc4dec15f3589cfc657ab847bfc1","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"166781e9335f9d9c4d636da6b160648f","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA
"35efbfa95d13fb12209652dce2524789","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Wandonia",NA
"871fcc3c84b0af8daad8418bebe9534c","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"e9599d562f7dc55b7a28122b59a77896","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides",NA
"fd03a5767211b5e1d38980b124c17606","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"c5b1fa8d4efbe66ac11ab3d5d0055042","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA
"7bdf70b97a9e775b8cd3c59bf0b6a779","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Wautersiella",NA
"ddd2c95e608290d3979dfc2e1291c9ed","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Chryseobacterium",NA
"872e1ad1c87973b421125a045b76ce02","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Elizabethkingia",NA
"102adec1a05d8f2be15e62ed6902edb7","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]","Cloacibacterium",NA
"2e9f64ce9ec727ee1fde65c75aa71db7","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","[Weeksellaceae]",NA,NA
"dee71cabbf8434964ba863209bc69d88","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiaceae",NA,NA
"4f61c154400458e23e9479967a7995c6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"97fa6a0e57ffa99a08d13281336b68c4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Macellibacteroides",NA
"5464c67e4ae6fc14641df2ae8fa7ce70","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter",NA
"64cb71c031ec2e7e4e7a66f737930d36","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella",NA
"d173e3eb5ae43069f02e699f35d72238","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"0e79b0a4f93a61fd619ab7509fac5bea","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA
"456c997435177693f6a53519ff5187f3","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Niabella",NA
"96f166d23cd73f63928df481052a2662","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Trachelomonas",NA
"755ad47d21863cc405fa3b2b3b973f7b","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Filimonas",NA
"09b3ffde2779e3c85da11372ef30cd1d","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Sediminibacterium",NA
"e1acfaa97b43ff19ef61133fcfd4d3b0","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavihumibacter",NA
"037a118621f487632134fbb8ab9d6d61","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA
"323fc0a5a127cdc83d9171a27b93156b","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Flavisolibacter",NA
"90e46c7cc30e61bc3ca86fc933ef9818","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]",NA,NA,NA
"b0f1662facfafb78c9469c81adaad0a9","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales",NA,NA,NA
"c52a53dd6e0e8395b3a1f2198cf58375","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae","Haliscomenobacter",NA
"6329d907c5240401954a8184ce0c8871","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae",NA,NA
"abda8db2a2ef0c55c28412868d22a6af","Bacteria","Chlorobi","SJA-28",NA,NA,NA,NA
"2fbd2943fc19fc96a5af58af436a66c8","Bacteria","Chlorobi","OPB56",NA,NA,NA,NA
"d0434d88c3df0159f69be015777ee745","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3",NA,NA,NA
"5548e2a9a206dc1c4535cd43c597386d","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","[Thermodesulfovibrionaceae]","GOUTA19",NA
"480ee7048f1166c80d6814f0b2fa2f76","Bacteria","Planctomycetes","vadinHA49","DH61",NA,NA,NA
"b989b3dad0f31c2fa0bc4f4cd66244c7","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulforegula",NA
"ff72e43dc39ded2059aa76707018ff87","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","211ds20",NA,NA
"64839fbe49b5a40637caf92b0d6d9b20","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA
"bdd17d58a00771a94b3a6c76846b1594","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"83b69636d74f7a107708b98206e4557b","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Leminorella",NA
"0962b75ed8d3c13fcf66a3c86a0128c9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia",NA
"4dff7b1720c1266d697404cf6f231cf4","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Morganella",NA
"6570e98f6d39bacffe712be49da85a72","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae",NA,NA
"94d1d8beef1c8d486e9287c14384eefe","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA
"af044cc786bac5ce2da06e73f47cefb8","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Tolumonas",NA
"5bd4c29514ad2208a0763a9917ab81ec","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Citrobacter",NA
